id,name,symbol,slug,num_market_pairs,date_added,tags,max_supply,circulating_supply,total_supply,infinite_supply,minted_market_cap,platform,cmc_rank,self_reported_circulating_supply,self_reported_market_cap,tvl_ratio,last_updated,quote.USD.price,quote.USD.volume_24h,quote.USD.volume_change_24h,quote.USD.percent_change_1h,quote.USD.percent_change_24h,quote.USD.percent_change_7d,quote.USD.percent_change_30d,quote.USD.percent_change_60d,quote.USD.percent_change_90d,quote.USD.market_cap,quote.USD.market_cap_dominance,quote.USD.fully_diluted_market_cap,quote.USD.tvl,quote.USD.last_updated,platform.id,platform.name,platform.symbol,platform.slug,platform.token_address,timestamp
1831,Bitcoin Cash,BCH,bitcoin-cash,1108,2017-07-23T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'marketplace', 'medium-of-exchange', 'store-of-value', 'enterprise-solutions', 'payments', 'layer-1', '2017-2018-alt-season', 'made-in-america', 'binance-ecosystem', 'binance-listing']",21000000.0,19972909.375,19972909.375,False,12311826840.71,,11,,,,2025-12-28T02:50:00.000Z,616.4263107367761,349119201.2041155,-9.6744,0.56376372,2.90879768,3.53726784,15.27555598,9.51506571,10.73144644,12311826840.71122,0.4142,12944952525.47,,2025-12-28T02:50:00.000Z,,,,,,2025-12-27 18:52:30.855380
1975,Chainlink,LINK,chainlink,2174,2017-09-20T00:00:00.000Z,"['platform', 'cosmos-ecosystem', 'defi', 'interoperability', 'iot', 'oracles', 'smart-contracts', 'ethereum-ecosystem', 'tron-ecosystem', 'polkadot', 'tokenized-stock', 'polkadot-ecosystem', 'heco-ecosystem', 'avalanche-ecosystem', 'solana-ecosystem', 'framework-ventures-portfolio', 'hedera-hashgraph-ecosystem', 'polygon-ecosystem', 'fantom-ecosystem', 'cardano-ecosystem', 'terra-ecosystem', 'web3', 'near-protocol-ecosystem', 'arbitrum-ecosystem', 'celo-ecosystem', 'defi-2', 'cross-chain', 'cronos-ecosystem', 'cardano', 'injective-ecosystem', 'bnb-chain-ecosystem', 'oasis-ecosystem', 'moonbeam-ecosystem', 'xdc-ecosystem', 'metisdao-ecosystem', 'velas-ecosystem', 'doge-chain-ecosystem', 'aptos-ecosystem', 'sui-ecosystem', 'optimism-ecosystem', 'bitcoin-ecosystem', 'real-world-assets-protocols', 'zksync-era-ecosystem', 'kadena-ecosystem', 'base-ecosystem', 'linea-ecosystem', 'sei-ecosystem', 'toncoin-ecosystem', 'paal-ecosystem', 'blast-ecosystem', 'atomicals-ecosystem', 'move-vm', 'eigenlayer-ecosystem', 'hyperliquid-ecosystem', 'gnosis-chain-ecosystem', 'ronin-ecosystem', 'astar-ecosystem', 'core-ecosystem', 'starknet-ecosystem', 'mantle-ecosystem', 'opbnb-ecosystem', 'scroll-ecosystem', 'merlin-ecosystem', 'x-layer-ecosystem', 'b²-network-ecosystem', 'mode-ecosystem', 'world-chain-mainnet-ecosystem', 'apechain-ecosystem', 'made-in-america', 'btcfi', 'world-liberty-financial-portfolio', 'corn-ecosystem', 'bonk-fun-ecosystem', 'sonic-ecosystem', 'binance-ecosystem', 'binance-listing', 'bittensor-ecosystem', 'tokenized-assets', 'xstocks-ecosystem', 'hyperevm-ecosystem', 'etherlink-ecosystem', 'bera-chain-ecosystem', 'abstract-chain-ecosystem', 'unichain-ecosystem', 'soneium-ecosystem', 'fraxtal-ecosystem', 'monad-ecosystem', 'hashkey-chain-ecosystem', 'wlfi-ecosystem', 'plasma-ecosystem', 'x402-ecosystem', 'iso-20022']",1000000000.0,708099970.4525867,1000000000.0,False,12509957390.05,,12,,,,2025-12-28T02:51:00.000Z,12.5099573900549,224571824.60406545,-20.1337,0.50142769,2.34441123,0.89510545,-5.22780784,-29.90172485,-41.74358252,8858300458.260992,0.298,12509957390.05,,2025-12-28T02:51:00.000Z,1027.0,Ethereum,ETH,ethereum,0x514910771af9ca656af840dff83e8264ecf986ca,2025-12-27 18:52:30.855380
32196,Hyperliquid,HYPE,hyperliquid,219,2024-07-15T10:14:50.000Z,"['decentralized-exchange-dex-token', 'defi', 'derivatives', 'layer-1', 'hyperliquid-ecosystem', 'binance-ecosystem', 'binance-listing', 'perp-dex-coins']",961671487.86,339347639.0,961671487.86,False,24995327132.96,,13,333931719.0,8679401086.384796,,2025-12-28T02:50:00.000Z,25.991544356362255,106779392.85477433,-26.1076,-0.06278114,-0.52609801,9.72027956,-23.5463913,-46.09543381,-45.03587954,8820169211.295305,0.2967,24995327132.96,,2025-12-28T02:50:00.000Z,32196.0,Hyperliquid,HYPE,hyperliquid,0x0d01dc56dcaaca66ad901c959b4011ec,2025-12-27 18:52:30.855380
1437,Zcash,ZEC,zcash,557,2016-10-29T00:00:00.000Z,"['mineable', 'pow', 'equihash', 'medium-of-exchange', 'privacy', 'zero-knowledge-proofs', 'quantum-resistant', 'binance-chain', 'boostvc-portfolio', 'dcg-portfolio', 'electric-capital-portfolio', 'fenbushi-capital-portfolio', 'hashkey-capital-portfolio', 'winklevoss-capital-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'layer-1', 'standard-crypto-portfolio', '2017-2018-alt-season', 'made-in-america', 'binance-ecosystem', 'binance-listing', 'privacy-coins']",21000000.0,16458321.1655448,16458321.1655448,False,8501645786.39,,14,,,,2025-12-28T02:50:00.000Z,516.5560752448101,923323193.5700521,79.4608,0.59110469,11.73847764,16.30182078,12.96588472,62.92290709,683.49535854,8501645786.392411,0.286,10847677580.14,,2025-12-28T02:50:00.000Z,,,,,,2025-12-27 18:52:30.855380
328,Monero,XMR,monero,347,2014-05-21T00:00:00.000Z,"['mineable', 'pow', 'medium-of-exchange', 'privacy', 'ringct', 'boostvc-portfolio', 'electric-capital-portfolio', 'galaxy-digital-portfolio', 'layer-1', '2017-2018-alt-season', 'binance-ecosystem', 'binance-listing', 'privacy-coins']",,18446744.07370955,18446744.07370955,True,8477433574.94,,15,,,,2025-12-28T02:50:00.000Z,459.56259495246326,102206278.17487362,15.958,0.59511387,3.06344415,-1.04097491,12.78006137,38.11256781,58.90584564,8477433574.937935,0.2852,8477433574.94,,2025-12-28T02:50:00.000Z,,,,,,2025-12-27 18:52:30.855380
1,Bitcoin,BTC,bitcoin,12507,2010-07-13T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'store-of-value', 'state-channel', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'galaxy-digital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'bitcoin-ecosystem', 'layer-1', 'ftx-bankruptcy-estate', '2017-2018-alt-season', 'us-strategic-crypto-reserve', 'binance-ecosystem', 'binance-listing']",21000000.0,19968081.0,19968081.0,False,1751971066887.96,,1,,,,2025-12-28T02:53:00.000Z,87738.57973071949,13816503680.782509,-62.6606,-0.00097203,0.38533674,-0.25058478,-3.48165315,-22.16489738,-21.47350143,1751971066887.9648,58.9622,1842510174345.11,,2025-12-28T02:53:00.000Z,,,,,,2025-12-27 18:55:31.274997
1027,Ethereum,ETH,ethereum,11311,2015-08-07T00:00:00.000Z,"['pos', 'smart-contracts', 'ethereum-ecosystem', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'ethereum-pow-ecosystem', 'layer-1', 'ftx-bankruptcy-estate', 'sora-ecosystem', 'rsk-rbtc-ecosystem', 'world-liberty-financial-portfolio', 'us-strategic-crypto-reserve', 'binance-ecosystem', 'binance-listing', 'sophon-ecosystem']",,120694953.33892769,120694953.33892769,True,355484855556.61,,2,,,,2025-12-28T02:53:00.000Z,2945.316649308091,7474902558.312545,-51.8105,0.11208746,0.63743792,-0.65468486,-2.03817809,-26.44541963,-28.37504699,355484855556.60693,11.9638,355484855556.61,,2025-12-28T02:53:00.000Z,,,,,,2025-12-27 18:55:31.274997
825,Tether USDt,USDT,tether,164334,2015-02-25T00:00:00.000Z,"['stablecoin', 'asset-backed-stablecoin', 'usd-stablecoin', 'ethereum-pow-ecosystem', 'fiat-stablecoin', 'tron20-ecosystem', 'rsk-rbtc-ecosystem', 'venom-ecosystem', 'world-liberty-financial-portfolio', 'binance-ecosystem', 'binance-listing', 'peaq-ecosystem', 'apertum-ecosystem', 'etherlink-ecosystem', 'duckchain-ecosystem', 'onus-ecosystem', 'sophon-ecosystem', 'zedxion-smart-chain-ecosystem', 'xlayer-ecosystem']",,186826783367.90005,188851514003.4144,True,188718572223.42,,3,,,,2025-12-28T02:53:00.000Z,0.9992960512882432,40883801342.15784,-43.9845,8.664e-05,0.00679623,-0.03804917,-0.05716204,-0.08350282,-0.11611918,186695266894.42654,6.2832,188718572223.42,,2025-12-28T02:53:00.000Z,1027.0,Ethereum,ETH,ethereum,0xdac17f958d2ee523a2206206994597c13d831ec7,2025-12-27 18:55:31.274997
1839,BNB,BNB,bnb,3028,2017-07-25T00:00:00.000Z,"['marketplace', 'centralized-exchange', 'payments', 'smart-contracts', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'bnb-chain-ecosystem', 'layer-1', 'alleged-sec-securities', 'celsius-bankruptcy-estate', 'binance-ecosystem', 'binance-listing', 'etherlink-ecosystem', 'made-in-china']",137734739.61,137734739.61,137734739.61,False,115832206991.87,,4,,,,2025-12-28T02:54:00.000Z,840.9803316131594,1510992908.102302,-6.0579,0.04369149,0.74426528,-0.7401074,-5.96099891,-23.99487739,-15.77627772,115832206991.86996,3.8983,115832206991.87,,2025-12-28T02:54:00.000Z,,,,,,2025-12-27 18:55:31.274997
52,XRP,XRP,xrp,1775,2013-08-04T00:00:00.000Z,"['medium-of-exchange', 'enterprise-solutions', 'xrp-ecosystem', 'arrington-xrp-capital-portfolio', 'galaxy-digital-portfolio', 'a16z-portfolio', 'pantera-capital-portfolio', 'ftx-bankruptcy-estate', '2017-2018-alt-season', 'klaytn-ecosystem', 'made-in-america', 'us-strategic-crypto-reserve', 'binance-ecosystem', 'binance-listing', 'iso-20022']",100000000000.0,60572944636.0,99985740916.0,False,187250645208.78,,5,,,,2025-12-28T02:53:00.000Z,1.8727734924332553,1030892021.7334607,-48.0632,0.17902836,1.30424934,-2.48339689,-14.02848804,-28.50169983,-34.91483799,113439405072.92793,3.8178,187277349243.33,,2025-12-28T02:53:00.000Z,,,,,,2025-12-27 18:55:31.274997
3408,USDC,USDC,usd-coin,35864,2018-10-08T00:00:00.000Z,"['medium-of-exchange', 'stablecoin', 'asset-backed-stablecoin', 'stellar-ecosystem', 'coinbase-ventures-portfolio', 'usd-stablecoin', 'xdc-ecosystem', 'ethereum-pow-ecosystem', 'fiat-stablecoin', 'tron20-ecosystem', 'venom-ecosystem', 'made-in-america', 'world-liberty-financial-portfolio', 'sonic-ecosystem', 'binance-ecosystem', 'binance-listing', 'hyperevm-ecosystem', 'etherlink-ecosystem', 'unichain-ecosystem', 'vector-smart-chain-ecosystem', 'sophon-ecosystem', 'monad-ecosystem', 'xlayer-ecosystem']",,76455466265.12553,76455466265.12553,False,76432355737.78,,6,60901219650.23,60882810772.869385,,2025-12-28T02:53:00.000Z,0.9996977256372476,3482288206.2611256,-58.0757,-0.00290753,-0.00902212,-0.01397245,-0.0265564,-0.02102546,-0.02633216,76432355737.7813,2.5723,76432355737.78,,2025-12-28T02:53:00.000Z,1027.0,Ethereum,ETH,ethereum,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,2025-12-27 18:55:31.274997
5426,Solana,SOL,solana,1067,2020-04-10T00:00:00.000Z,"['pos', 'platform', 'solana-ecosystem', 'cms-holdings-portfolio', 'kenetic-capital-portfolio', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'okx-ventures-portfolio', 'layer-1', 'ftx-bankruptcy-estate', 'alleged-sec-securities', 'cmc-crypto-awards-2024', 'made-in-america', 'us-strategic-crypto-reserve', 'binance-ecosystem', 'binance-listing']",,562657092.1998943,616998121.6715941,True,76577059127.63,,7,525236893.3,65188361554.94128,,2025-12-28T02:53:00.000Z,124.11230510745479,1695595680.9124267,-45.771,0.13646685,1.47600863,-0.49493084,-10.83946289,-36.26163571,-40.78821843,69832668697.9866,2.3502,76577059127.63,,2025-12-28T02:53:00.000Z,,,,,,2025-12-27 18:55:31.274997
1958,TRON,TRX,tron,1272,2017-09-13T00:00:00.000Z,"['media', 'payments', 'tron-ecosystem', 'layer-1', 'dwf-labs-portfolio', 'alleged-sec-securities', '2017-2018-alt-season', 'tron20-ecosystem', 'world-liberty-financial-portfolio', 'binance-ecosystem', 'binance-listing', 'made-in-china']",,94691705303.70468,94691694813.51828,True,26867413213.65,,8,94667886298.43,26860657888.232597,,2025-12-28T02:53:00.000Z,0.28373568839973207,452425373.3840258,5.3883,-0.21050256,1.36176105,0.54844708,1.34904347,-4.15716311,-15.50321927,26867416190.09121,0.9042,26867413213.65,,2025-12-28T02:53:00.000Z,,,,,,2025-12-27 18:55:31.274997
74,Dogecoin,DOGE,dogecoin,1361,2013-12-15T00:00:00.000Z,"['mineable', 'pow', 'scrypt', 'medium-of-exchange', 'memes', 'payments', 'doggone-doggerel', 'osmosis-ecosystem', 'ftx-bankruptcy-estate', 'animal-memes', 'made-in-america', 'binance-ecosystem', 'binance-listing']",,168075733126.5791,168075733126.5791,True,20840781969.21,,9,,,,2025-12-28T02:53:00.000Z,0.12399637699936436,488213283.9064229,-51.341,0.25813846,1.10099765,-5.1458403,-17.55835546,-36.08053976,-47.36253697,20840781969.207855,0.7014,20840781969.21,,2025-12-28T02:53:00.000Z,,,,,,2025-12-27 18:55:31.274997
2010,Cardano,ADA,cardano,1648,2017-10-01T00:00:00.000Z,"['dpos', 'pos', 'platform', 'research', 'smart-contracts', 'staking', 'cardano-ecosystem', 'cardano', 'layer-1', 'alleged-sec-securities', '2017-2018-alt-season', 'made-in-america', 'us-strategic-crypto-reserve', 'binance-ecosystem', 'binance-listing', 'iso-20022']",45000000000.0,35932600980.305725,44994430650.81588,False,16618693854.44,,10,37997904336.0,14034526721.113466,,2025-12-28T02:53:00.000Z,0.3693500198593022,405071109.75736976,-11.1267,0.09810262,4.66538478,0.37519755,-12.79967647,-42.70291947,-53.84654524,13271706885.672302,0.4467,16620750893.67,,2025-12-28T02:53:00.000Z,,,,,,2025-12-27 18:55:31.274997
1831,Bitcoin Cash,BCH,bitcoin-cash,1108,2017-07-23T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'marketplace', 'medium-of-exchange', 'store-of-value', 'enterprise-solutions', 'payments', 'layer-1', '2017-2018-alt-season', 'made-in-america', 'binance-ecosystem', 'binance-listing']",21000000.0,19972909.375,19972909.375,False,12313130824.14,,11,,,,2025-12-28T02:53:00.000Z,616.4915983421253,349135442.2589051,-9.7532,0.604223,2.89864497,3.54073107,15.2989894,9.29130907,10.735861,12313130824.136168,0.4144,12946323565.18,,2025-12-28T02:53:00.000Z,,,,,,2025-12-27 18:55:31.274997
1975,Chainlink,LINK,chainlink,2174,2017-09-20T00:00:00.000Z,"['platform', 'cosmos-ecosystem', 'defi', 'interoperability', 'iot', 'oracles', 'smart-contracts', 'ethereum-ecosystem', 'tron-ecosystem', 'polkadot', 'tokenized-stock', 'polkadot-ecosystem', 'heco-ecosystem', 'avalanche-ecosystem', 'solana-ecosystem', 'framework-ventures-portfolio', 'hedera-hashgraph-ecosystem', 'polygon-ecosystem', 'fantom-ecosystem', 'cardano-ecosystem', 'terra-ecosystem', 'web3', 'near-protocol-ecosystem', 'arbitrum-ecosystem', 'celo-ecosystem', 'defi-2', 'cross-chain', 'cronos-ecosystem', 'cardano', 'injective-ecosystem', 'bnb-chain-ecosystem', 'oasis-ecosystem', 'moonbeam-ecosystem', 'xdc-ecosystem', 'metisdao-ecosystem', 'velas-ecosystem', 'doge-chain-ecosystem', 'aptos-ecosystem', 'sui-ecosystem', 'optimism-ecosystem', 'bitcoin-ecosystem', 'real-world-assets-protocols', 'zksync-era-ecosystem', 'kadena-ecosystem', 'base-ecosystem', 'linea-ecosystem', 'sei-ecosystem', 'toncoin-ecosystem', 'paal-ecosystem', 'blast-ecosystem', 'atomicals-ecosystem', 'move-vm', 'eigenlayer-ecosystem', 'hyperliquid-ecosystem', 'gnosis-chain-ecosystem', 'ronin-ecosystem', 'astar-ecosystem', 'core-ecosystem', 'starknet-ecosystem', 'mantle-ecosystem', 'opbnb-ecosystem', 'scroll-ecosystem', 'merlin-ecosystem', 'x-layer-ecosystem', 'b²-network-ecosystem', 'mode-ecosystem', 'world-chain-mainnet-ecosystem', 'apechain-ecosystem', 'made-in-america', 'btcfi', 'world-liberty-financial-portfolio', 'corn-ecosystem', 'bonk-fun-ecosystem', 'sonic-ecosystem', 'binance-ecosystem', 'binance-listing', 'bittensor-ecosystem', 'tokenized-assets', 'xstocks-ecosystem', 'hyperevm-ecosystem', 'etherlink-ecosystem', 'bera-chain-ecosystem', 'abstract-chain-ecosystem', 'unichain-ecosystem', 'soneium-ecosystem', 'fraxtal-ecosystem', 'monad-ecosystem', 'hashkey-chain-ecosystem', 'wlfi-ecosystem', 'plasma-ecosystem', 'x402-ecosystem', 'iso-20022']",1000000000.0,708099970.4525867,1000000000.0,False,12507002353.31,,12,,,,2025-12-28T02:54:00.000Z,12.507002353305829,224568867.6946899,-19.9027,0.47505473,2.31603401,0.90577678,-5.36951832,-29.93619431,-41.77024987,8856207996.82629,0.2981,12507002353.31,,2025-12-28T02:54:00.000Z,1027.0,Ethereum,ETH,ethereum,0x514910771af9ca656af840dff83e8264ecf986ca,2025-12-27 18:55:31.274997
32196,Hyperliquid,HYPE,hyperliquid,219,2024-07-15T10:14:50.000Z,"['decentralized-exchange-dex-token', 'defi', 'derivatives', 'layer-1', 'hyperliquid-ecosystem', 'binance-ecosystem', 'binance-listing', 'perp-dex-coins']",961671487.86,339347639.0,961671487.86,False,24990906389.95,,13,333931719.0,8677866023.389677,,2025-12-28T02:53:00.000Z,25.986947419600106,106354199.27638151,-25.9654,-0.10471324,-0.52645736,9.76657625,-23.53831626,-46.17598942,-45.00720542,8818609251.658438,0.2968,24990906389.95,,2025-12-28T02:53:00.000Z,32196.0,Hyperliquid,HYPE,hyperliquid,0x0d01dc56dcaaca66ad901c959b4011ec,2025-12-27 18:55:31.274997
1437,Zcash,ZEC,zcash,557,2016-10-29T00:00:00.000Z,"['mineable', 'pow', 'equihash', 'medium-of-exchange', 'privacy', 'zero-knowledge-proofs', 'quantum-resistant', 'binance-chain', 'boostvc-portfolio', 'dcg-portfolio', 'electric-capital-portfolio', 'fenbushi-capital-portfolio', 'hashkey-capital-portfolio', 'winklevoss-capital-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'layer-1', 'standard-crypto-portfolio', '2017-2018-alt-season', 'made-in-america', 'binance-ecosystem', 'binance-listing', 'privacy-coins']",21000000.0,16458321.1655448,16458321.1655448,False,8506259737.99,,14,,,,2025-12-28T02:54:00.000Z,516.8364168147494,923658617.207584,79.6316,0.8315943,11.83614227,16.41626005,11.82323475,61.55919928,681.67301104,8506259737.986526,0.2863,10853564753.11,,2025-12-28T02:54:00.000Z,,,,,,2025-12-27 18:55:31.274997
328,Monero,XMR,monero,347,2014-05-21T00:00:00.000Z,"['mineable', 'pow', 'medium-of-exchange', 'privacy', 'ringct', 'boostvc-portfolio', 'electric-capital-portfolio', 'galaxy-digital-portfolio', 'layer-1', '2017-2018-alt-season', 'binance-ecosystem', 'binance-listing', 'privacy-coins']",,18446744.07370955,18446744.07370955,True,8486985636.42,,15,,,,2025-12-28T02:54:00.000Z,460.0804132432008,102858775.7025638,16.6528,0.73956208,3.14258861,-0.77205132,13.03846091,38.35340599,59.14506905,8486985636.423856,0.2856,8486985636.42,,2025-12-28T02:54:00.000Z,,,,,,2025-12-27 18:55:31.274997
1,Bitcoin,BTC,bitcoin,12507,2010-07-13T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'store-of-value', 'state-channel', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'galaxy-digital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'bitcoin-ecosystem', 'layer-1', 'ftx-bankruptcy-estate', '2017-2018-alt-season', 'us-strategic-crypto-reserve', 'binance-ecosystem', 'binance-listing']",21000000.0,19968081.0,19968081.0,False,1752074477969.54,,1,,,,2025-12-28T02:55:00.000Z,87743.7585499349,13834648578.274641,-62.3139,0.0220863,0.39243336,-0.17246355,-3.68680091,-22.15594098,-21.45435021,1752074477969.5425,58.9657,1842618929548.63,,2025-12-28T02:55:00.000Z,,,,,,2025-12-27 18:57:31.855888
1027,Ethereum,ETH,ethereum,11311,2015-08-07T00:00:00.000Z,"['pos', 'smart-contracts', 'ethereum-ecosystem', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'ethereum-pow-ecosystem', 'layer-1', 'ftx-bankruptcy-estate', 'sora-ecosystem', 'rsk-rbtc-ecosystem', 'world-liberty-financial-portfolio', 'us-strategic-crypto-reserve', 'binance-ecosystem', 'binance-listing', 'sophon-ecosystem']",,120694953.33892769,120694953.33892769,True,355443489596.87,,2,,,,2025-12-28T02:55:00.000Z,2944.9739178301443,7477504885.281783,-51.5412,0.11956726,0.60963994,-0.6058669,-2.2582108,-26.44954421,-28.36842908,355443489596.86835,11.9624,355443489596.87,,2025-12-28T02:55:00.000Z,,,,,,2025-12-27 18:57:31.855888
825,Tether USDt,USDT,tether,164334,2015-02-25T00:00:00.000Z,"['stablecoin', 'asset-backed-stablecoin', 'usd-stablecoin', 'ethereum-pow-ecosystem', 'fiat-stablecoin', 'tron20-ecosystem', 'rsk-rbtc-ecosystem', 'venom-ecosystem', 'world-liberty-financial-portfolio', 'binance-ecosystem', 'binance-listing', 'peaq-ecosystem', 'apertum-ecosystem', 'etherlink-ecosystem', 'duckchain-ecosystem', 'onus-ecosystem', 'sophon-ecosystem', 'zedxion-smart-chain-ecosystem', 'xlayer-ecosystem']",,186826783367.90005,188851514003.4144,True,188716054817.33,,3,,,,2025-12-28T02:55:00.000Z,0.9992827212066526,40918389571.536095,-43.6107,0.00340092,-0.00517206,-0.03663993,-0.06633414,-0.08659713,-0.09584699,186692776478.16095,6.2831,188716054817.33,,2025-12-28T02:55:00.000Z,1027.0,Ethereum,ETH,ethereum,0xdac17f958d2ee523a2206206994597c13d831ec7,2025-12-27 18:57:31.855888
1839,BNB,BNB,bnb,3028,2017-07-25T00:00:00.000Z,"['marketplace', 'centralized-exchange', 'payments', 'smart-contracts', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'bnb-chain-ecosystem', 'layer-1', 'alleged-sec-securities', 'celsius-bankruptcy-estate', 'binance-ecosystem', 'binance-listing', 'etherlink-ecosystem', 'made-in-china']",137734739.61,137734739.61,137734739.61,False,115817593766.37,,4,,,,2025-12-28T02:56:00.000Z,840.8742347378159,1511353980.5363338,-6.0052,0.08248285,0.72785443,-0.74995278,-6.00139688,-23.99796634,-15.79172098,115817593766.3711,3.8978,115817593766.37,,2025-12-28T02:56:00.000Z,,,,,,2025-12-27 18:57:31.855888
52,XRP,XRP,xrp,1775,2013-08-04T00:00:00.000Z,"['medium-of-exchange', 'enterprise-solutions', 'xrp-ecosystem', 'arrington-xrp-capital-portfolio', 'galaxy-digital-portfolio', 'a16z-portfolio', 'pantera-capital-portfolio', 'ftx-bankruptcy-estate', '2017-2018-alt-season', 'klaytn-ecosystem', 'made-in-america', 'us-strategic-crypto-reserve', 'binance-ecosystem', 'binance-listing', 'iso-20022']",100000000000.0,60572944636.0,99985740916.0,False,187228552447.46,,5,,,,2025-12-28T02:55:00.000Z,1.8725525333132809,1030307627.0616764,-47.9393,0.17490829,1.25253992,-2.54933486,-14.1433177,-28.45450455,-34.90295417,113426020928.3869,3.8173,187255253331.33,,2025-12-28T02:55:00.000Z,,,,,,2025-12-27 18:57:31.855888
3408,USDC,USDC,usd-coin,35864,2018-10-08T00:00:00.000Z,"['medium-of-exchange', 'stablecoin', 'asset-backed-stablecoin', 'stellar-ecosystem', 'coinbase-ventures-portfolio', 'usd-stablecoin', 'xdc-ecosystem', 'ethereum-pow-ecosystem', 'fiat-stablecoin', 'tron20-ecosystem', 'venom-ecosystem', 'made-in-america', 'world-liberty-financial-portfolio', 'sonic-ecosystem', 'binance-ecosystem', 'binance-listing', 'hyperevm-ecosystem', 'etherlink-ecosystem', 'unichain-ecosystem', 'vector-smart-chain-ecosystem', 'sophon-ecosystem', 'monad-ecosystem', 'xlayer-ecosystem']",,76455466265.12553,76455466265.12553,False,76436646134.95,,6,60901219650.23,60886228323.41549,,2025-12-28T02:55:00.000Z,0.9997538419279514,3469543873.5418606,-57.9464,0.00971718,-0.01121452,-0.00339256,-0.02382305,-0.01383264,0.00057607,76436646134.95213,2.5725,76436646134.95,,2025-12-28T02:55:00.000Z,1027.0,Ethereum,ETH,ethereum,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,2025-12-27 18:57:31.855888
5426,Solana,SOL,solana,1067,2020-04-10T00:00:00.000Z,"['pos', 'platform', 'solana-ecosystem', 'cms-holdings-portfolio', 'kenetic-capital-portfolio', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'okx-ventures-portfolio', 'layer-1', 'ftx-bankruptcy-estate', 'alleged-sec-securities', 'cmc-crypto-awards-2024', 'made-in-america', 'us-strategic-crypto-reserve', 'binance-ecosystem', 'binance-listing']",,562657092.1998943,616998121.6715941,True,76567036677.11,,7,525236893.3,65179829663.85573,,2025-12-28T02:55:00.000Z,124.0960612159948,1695934218.661045,-45.4613,0.13978491,1.47182775,-0.52454681,-10.90957983,-36.29464642,-40.79840516,69823528957.25171,2.3499,76567036677.11,,2025-12-28T02:55:00.000Z,,,,,,2025-12-27 18:57:31.855888
